DOCID,docid,title,titleEng,directors,nation,plots,runtime,rating,genre,repRlsDate,keywords,posters,stlls,vods,audiAcc
B08908,, 디스 이즈 홈: 어 레퓨지 스토리,This Is Home: A Refugee Story,"{'director': [{'directorNm': '알렉산드라 시바', 'directorEnNm': 'Alexandra Shiva', 'directorId': '00207056'}]}",미국,"{'plot': [{'plotLang': '영어', 'plotText': 'Four Syrian families struggling to find their way in America.'}]}",91,,사회,,,http://file.koreafilm.or.kr/thm/02/00/05/08/tn_DPB000686.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/50/85/tn_DSBT008441.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/85/tn_DSBT008442.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/85/tn_DSBT008443.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
B08907,, 더 센텐스,The Sentence,"{'director': [{'directorNm': '루디 발데즈', 'directorEnNm': 'Rudy Valdez', 'directorId': '00207055'}]}",미국,"{'plot': [{'plotLang': '영어', 'plotText': ""Cindy Shank, mother of three, is serving a 15-year sentence in federal prison for her tangential involvement with a Michigan drug ring years earlier. This intimate portrait of mandatory minimum drug sentencing's devastating consequences, captured by Cindy's brother, follows her and her family over the course of ten years.""}]}",85,,범죄,,,http://file.koreafilm.or.kr/thm/02/00/05/08/tn_DPB000685.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/50/85/tn_DSBT008435.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/85/tn_DSBT008436.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/85/tn_DSBT008437.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/85/tn_DSBT008438.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/85/tn_DSBT008439.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/85/tn_DSBT008440.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F49332,, 손오공2 - 대요룡궁,The Monkey King Caused Havoc in Dragon Palace,"{'director': [{'directorNm': '진지홍', 'directorEnNm': '', 'directorId': ''}]}",중국,"{'plot': [{'plotLang': '한국어', 'plotText': '계속되는 가뭄에 천하가 가물자 화과산의 손오공은 가뭄의 진상을 알아내고 비를 내리게 하기 위해 용왕을 만나러 길을 떠난다. 한편 용궁은 인간계를 멸망시킬 음모를 꾸미던 오란의 반란으로 위기에 빠지고 손오공은 용왕의 딸인 구아의 도움을 받아 이에 맞선다.'}]}",82,12세관람가,"액션,코메디,판타지,무협",20191007,"손오공,신화,가뭄",http://file.koreafilm.or.kr/thm/02/00/05/32/tn_DPF019149.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/51/98/tn_DST665032.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/98/tn_DST665033.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/98/tn_DST665034.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/98/tn_DST665035.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/98/tn_DST665036.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/98/tn_DST665037.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/98/tn_DST665038.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/98/tn_DST665039.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/98/tn_DST665040.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/98/tn_DST665041.jpg,"{'vod': [{'vodClass': '예고편(메인예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/49332/own/videoData'}]}",
F50179,, 엉클,Uncle,"{'director': [{'directorNm': '렌 프렐 패터슨', 'directorEnNm': 'Rene Frelle Petersen', 'directorId': '00210348'}]}",덴마크,"{'plot': [{'plotLang': '영어', 'plotText': ""Kris lives with her partly disabled uncle in rural Denmark and together they run a derelict farm. In their quirky yet loving relationship, built upon daily routines, words aren't necessary. Kris is the dominant workhorse and she has taken on a motherly and overprotecting role towards her uncle. When Kris saves a calf under a complicated birth, her interest in the veterinary field is reawakened. She develops a friendship with the chatty veterinarian Johannes and slowly experiences life outside the farm. As love crosses her path, a possible life-changing question emerges. Written by Danish Film Institute""}]}",106,,드라마,,,http://file.koreafilm.or.kr/thm/02/00/05/40/tn_DPF019587.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/52/34/tn_DST670585.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/34/tn_DST670591.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/34/tn_DST670592.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F50161,, 아스테릭스: 마법 물약의 비밀,Asterix: The Secret of the Magic Potion,"{'director': [{'directorNm': '알렉상드르 아스티에', 'directorEnNm': '', 'directorId': ''}, {'directorNm': '루이 클리시', 'directorEnNm': '', 'directorId': ''}]}",프랑스,"{'plot': [{'plotLang': '한국어', 'plotText': '마법 물약이 지켜 온 왕코족 마을의 대위기!‘마법 물약 레시피’가 사라졌다?!마을의 히어로 ‘아스테릭스’는 마시면 슈퍼 파워가 생기는 마법 물약이 다 떨어지자 마법 물약의 레시피를 찾는 동시에대마법사의 후계자를 찾아 모험을 떠난다.아스테릭스는 모험에서 만난 꼬마 소녀 ‘펙틴’을 후계자로 점찍는데…한편, 악당 ‘데모닉스’ 역시 자신의 제자를 이용해 마법 물약 레시피를 훔칠 계획을 세운다!과연 마법 물약 레시피를 만들 진짜 후계자는 누구~?'}]}",75,전체관람가,"어드벤처,코메디,가족,판타지",20191212,"마법,레시피,슈퍼파워,히어로,후계자,모험판타지",http://file.koreafilm.or.kr/thm/02/00/05/41/tn_DPF019680.jpg|http://file.koreafilm.or.kr/thm/02/00/05/40/tn_DPF019575.jpg|http://file.koreafilm.or.kr/thm/02/00/05/40/tn_DPF019576.jpg|http://file.koreafilm.or.kr/thm/02/00/05/40/tn_DPF019577.jpg|http://file.koreafilm.or.kr/thm/02/00/05/40/tn_DPF019579.jpg|http://file.koreafilm.or.kr/thm/02/00/05/40/tn_DPF019580.jpg|http://file.koreafilm.or.kr/thm/02/00/05/40/tn_DPF019581.jpg|http://file.koreafilm.or.kr/thm/02/00/05/40/tn_DPF019574.jpg|http://file.koreafilm.or.kr/thm/02/00/05/40/tn_DPF019578.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/52/32/tn_DST670414.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/32/tn_DST670415.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/32/tn_DST670416.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/32/tn_DST670417.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/32/tn_DST670418.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/32/tn_DST670419.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/33/tn_DST670420.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/33/tn_DST670421.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/33/tn_DST670422.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/33/tn_DST670423.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K20177,, 리얼 버라이어티 쇼,Real Variety Show (Li-eol beo-la-i-eo-ti syo),"{'director': [{'directorNm': '장세경', 'directorEnNm': 'Jang Segeyong', 'directorId': '00048741'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '교도소에서 출소한 후 삶의 좌표를 상실한 채 방황하던 한 남자가 우연한 기회에 한 여자를 만나게 되면서 새로운 세상으로 들어간다.'}]}",73,,드라마,,"교도소,우연한만남,새로운 세상",http://file.koreafilm.or.kr/thm/02/00/05/13/tn_DPK014491.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/50/85/tn_DSKT307959.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K17535,, 내가 사는 세상,Back from the Beat (Nae-ga sa-neun se-sang),"{'director': [{'directorNm': '최창환', 'directorEnNm': 'Choi chang-hwan', 'directorId': '00050438'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '퀵 서비스 일을 하는 민규는 디제이가 되는 것이 꿈이다. 민규는 친한 형인 지홍이 운영하는 클럽에서의 첫 디제이 공연을 앞두고 있다. 민규의 연인 시은은 민규가 클럽에서 정당한 대우를 받지 못한다고 여겨 못마땅해한다. 그런 시은도 대학 선배가 운영하는 미술학원에서 입시반 강사를 하며 정해진 일보다 더 많은 일을 하느라 힘들어한다.  내가 사는 세상 은 착취당하는 노동환경에서 꿈을 저당 잡히고 생활해야 하는 젊은이들의 삶을 다룬 익숙한 소재로부터 우리가 기대할 수 있는 것 이상의 영화적 성과를 꾀하려는 산물이다. 평범한 듯했던 카메라는 종종 주먹을 불끈 쥐는 듯한 기운을 드러내고 배우들의 연기도 갈수록 생생해진다. 등장인물들의 삶에 섣부른 희망은 불가능하지만, 그들 삶의 좌절의 흔적들이 공명을 일으킨다. [제19회 전주국제영화제 김영진]'}, {'plotLang': '영어', 'plotText': 'Express parcel delivery man Minkyu dreams to be a DJ. He is soon to perform his first deejaying at a club run by close friend Jihong. His girlfriend See-eun is grumpy because she thinks he is not fairly treated compared to what he does for the club. But actually, she also struggles dealing with a big load of task teaching students who prepare for a college entrance exam at an art academy run by her friend.'}]}",67,12세관람가,드라마,20190307,"퀵서비스,DJ,노동착취,청춘,꿈과현실,노동문제,노동자,노동환경,노동기준법,노동인권,계약서,돈,청춘남녀,부조리,사회문제",http://file.koreafilm.or.kr/thm/02/00/04/90/tn_DPK014353.jpg|http://file.koreafilm.or.kr/thm/02/00/04/87/tn_DPK014346.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/49/20/tn_DSKT297794.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/20/tn_DSKT297795.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/20/tn_DSKT297796.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/20/tn_DSKT297797.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/20/tn_DSKT297798.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/20/tn_DSKT297799.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/20/tn_DSKT297800.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/20/tn_DSKT297801.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/65/tn_DSKT306955.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/65/tn_DSKT306956.jpg,"{'vod': [{'vodClass': '예고편(메인예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/17535/own/videoData'}, {'vodClass': '기타(알.쓸.신.잡 특별영상)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/17535/own/videoData'}]}",
F47666,, 라모나,Matria,"{'director': [{'directorNm': '알바로 가고 디아즈', 'directorEnNm': 'Alvaro Gago Diaz', 'directorId': '00207064'}]}",스페인,"{'plot': [{'plotLang': '한국어', 'plotText': '라모나는 거의 대화도 나누지 않는 남편과 함께 살며 폭군 같은 작업반장이 있는 통조림 공장에서 일한다. 매 순간 고난인 일상에 라모나는 딸과 손녀와의 관계로부터 위안을 찾는다.'}]}",21,,"드라마,가족",,,http://file.koreafilm.or.kr/thm/02/00/05/09/tn_DPF017588.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/50/85/tn_DSFT081609.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F48022,, 400: 제국의 부활,The 400 Bravers,"{'director': [{'directorNm': '젯니풋 사슁', 'directorEnNm': '', 'directorId': ''}]}",태국,"{'plot': [{'plotLang': '한국어', 'plotText': '18세기 태국의 아요타야 왕국의 전사 쿤 롱이 병사 400명을 병합해 적의 침입에 맞서 싸우다 죽음에 이른다는 내용의 영화'}]}",121,15세관람가,액션,20190704,,http://file.koreafilm.or.kr/thm/02/00/05/28/tn_DPF018891.jpg,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
A09022,, 법피아,Mafia of the Law (Beoppia),"{'director': [{'directorNm': '박두혁', 'directorEnNm': '', 'directorId': ''}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '2012년도 MB내곡동 사저사건 여론 물타기 작전으로 정치검사들에 의하여 기획된 외국인 학교 부정입학사건의 희생양이 된 주인공이 교도소 2년 출소 후 사건을 파헤쳐 정치검사들을 처벌하기 위하여 고분분투하지만 현실의 장벽은 아무도 관심이 없다. 방법은 하나 공수처를 신설하여 이러한 정치검사들을 처벌해야 한다고 주장 하는 영화 !'}]}",100,15세관람가,사회,20190502,"MB,여론,정치검사,부정입학,희생양",http://file.koreafilm.or.kr/thm/02/00/05/19/tn_DPA000934.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/51/09/tn_DST650889.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/09/tn_DST650890.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/09/tn_DST650891.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
A09021,, 시민 노무현,Citizen Roh (Si-min No-mu-hyeon),"{'director': [{'directorNm': '백재호', 'directorEnNm': 'Baek Jae-ho', 'directorId': '00157601'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '“여러분, 저는 고향에 돌아왔습니다”2008년 2월 25일퇴임 후 귀향을 선택한 대한민국 최초의 대통령 노무현그는 왜 봉하 마을로 내려갔을까요?봉하 마을에서의 454일대통령 임기 때보다 더 바쁜 삶을 산 시민 노무현그는 그 곳에서 무엇을 했을까요?2009년 5월 23일 슬퍼하지 마라, 미안해하지 마라, 운명이다 그에게 무슨 일이 있었던 걸까요?그 후 10년, 2019년 5월 23일시민 노무현그의 이야기가 공개됩니다.'}]}",98,12세관람가,인물,20190523,"대통령,귀향,봉하마을,시민",http://file.koreafilm.or.kr/thm/02/00/05/18/tn_DPA000933.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/51/10/tn_DST651001.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/10/tn_DST651002.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/10/tn_DST651003.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/10/tn_DST651004.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/10/tn_DST651005.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/10/tn_DST651006.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/10/tn_DST651007.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/10/tn_DST651008.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/10/tn_DST651009.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/10/tn_DST651010.jpg,"{'vod': [{'vodClass': '예고편(메인예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/A/09021/own/videoData'}]}",
F47804,, 마마뚜이,Mamartuile,"{'director': [{'directorNm': '알레한드로 사오비치', 'directorEnNm': 'Alejandro SAEVICH', 'directorId': '00207236'}]}",멕시코,"{'plot': [{'plotLang': '한국어', 'plotText': '멕시코 대통령은 임기의 마지막 날들을 미래 계획을 세우며 보낸다. 모든 것이 평화롭다. 국제 분쟁이 그의 유쾌한 휴식을 방해할 때까지…'}]}",12,,코메디,,,http://file.koreafilm.or.kr/thm/02/00/05/14/tn_DPF018010.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/50/95/tn_DST649183.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/95/tn_DST649184.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F48003,, 캡틴 언더팬츠,Captain Underpants: The First Epic Movie,"{'director': [{'directorNm': '데이빗 소렌', 'directorEnNm': 'David Soren', 'directorId': '00171337'}, {'directorNm': '라브 레터먼', 'directorEnNm': 'Rob Letterman', 'directorId': '00112187'}]}",미국,"{'plot': [{'plotLang': '한국어', 'plotText': '모두가 꿈꾸는 슈퍼 히어로가 현실에 나타나는 주문이 있다면?“당신은 이제 가장 위대한 영웅 ‘캡틴 언더팬츠’가 됩니다!”모든 아이들의 웃음과 자유를 지키기 위해 장난을 치는 꾸러기 ‘조지’와 ‘헤럴드’.‘희망은 이 곳에서 죽는다’는 모토로 살아가는 ‘크럽 교장선생님’에게 장난치다가 발각된 두 사람은 다른 반으로 배정될 위기에 처하자 이판사판으로 ‘캡틴 언더팬츠’로 변하는 주문을 건다. 두 장난꾸러기의 주문이 통하자 ‘크럽 교장 선생님’은 만화 속 슈퍼 ‘언더팬츠 히어로’로 변신하고 끊임없이 사건사고를 만들어 ‘조지’와 ‘헤럴드’의 혼을 빼놓는다.한편, 겨우 ‘캡틴 언더팬츠’와 함께 지내게 된 두 사람 앞에 새로 온 ‘푸피팬츠 선생님’이 나타나 거대한 음모를 드러내기 시작하는데…슈퍼맨? NO! 세상에 없던 슈퍼 ‘언더팬츠 히어로’가 온다!'}]}",88,전체관람가,"액션,코메디,가족",20190502,"히어로,괴짜,장난꾸러기,선생님,사고뭉치,동화원작",http://file.koreafilm.or.kr/thm/02/00/05/17/tn_DPF018255.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/51/07/tn_DST650673.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/07/tn_DST650672.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/09/tn_DST650876.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/09/tn_DST650877.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/09/tn_DST650878.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/09/tn_DST650879.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/09/tn_DST650880.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/51/09/tn_DST650881.jpg,"{'vod': [{'vodClass': '예고편(예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/48003/own/videoData'}]}",
K18587,, 기밀,Classified (Gimil),"{'director': [{'directorNm': '김재형', 'directorEnNm': '', 'directorId': ''}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '보도국 사회부의 기자로 있던 준태는 선배 상철의 권유로 방송국의 상위직급으로 치고 올라갈 수 있는 지름길이라는 곳으로 부서이전을 한다. 기밀작업을 한다는 그곳에서 준태는 상철의 지시에 따라 어느 곳에 어떤 용도로 쓰이는 지 알 수 없는 과거 한국전쟁 당시에 관한 기사를 써나가게 되는데- 자신이 하는 작업에 대한 커져가던 의구심 끝에 상철 몰래 작업실의 봉인된 자료박스들을 열어보게 되는 준태는 종전이후 국가재건을 위해 벌어진 끔찍한 기밀사업에 관한 진실과 마주한다.'}]}",29,,"공포,판타지",,"사회부기자,선배,권유,방송국,지름길,이전,기밀,한국전쟁,기사,작업실,봉인,종전,재건,진실",http://file.koreafilm.or.kr/thm/02/00/04/81/tn_DPK014082.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/50/21/tn_DSKT303590.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F50449,, 콰이어트 플레이스 2,A Quiet Place: Part II,"{'director': [{'directorNm': '존 크래신스키', 'directorEnNm': 'John Krasinski', 'directorId': '00090287'}]}",미국,"{'plot': [{'plotLang': '한국어', 'plotText': ""소리 내는 순간, 다시 시작된다!괴생명체에 의한 무차별적 공격으로 황폐해진 세상, 아이들 대신 죽음을 선택한 아빠의 희생 이후 살아남은 가족들은 위험에 노출된다.극한 상황에 내몰린 엄마 '에블린'은 갓 태어난 막내를 포함 세 아이와의 생존을 위해 놈들에 맞서기 위한 반격을 준비하고 또 다른 생존자들을 찾아 길을 나서는데...  생존을 위한 사투는 계속된다!""}]}",97,15세관람가,"공포,스릴러",2020,"생존,소리,외계생명체",http://file.koreafilm.or.kr/thm/02/00/05/47/tn_DPF020083.jpg|http://file.koreafilm.or.kr/thm/02/00/05/44/tn_DPF019866.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/53/73/tn_DST685515.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/53/73/tn_DST685508.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/53/73/tn_DST685509.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/53/73/tn_DST685510.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/53/73/tn_DST685511.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/53/73/tn_DST685512.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/53/73/tn_DST685513.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/53/73/tn_DST685514.jpg,"{'vod': [{'vodClass': '메이킹(1편 정리 2편 미리보기 떡밥 영상)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/50449/own/videoData'}, {'vodClass': '기타(충격의 첫째날 영상)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/50449/own/videoData'}, {'vodClass': '예고편(1차예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/50449/own/videoData'}]}",
F50430,, 당신의 마지막 날,Your Last Day on Earth,"{'director': [{'directorNm': '마크 마르티네즈', 'directorEnNm': 'Marc Martinez', 'directorId': '00098841'}]}",스페인,"{'plot': [{'plotLang': '한국어', 'plotText': '세상을 떠나버린 아내를 보고싶은 남자가 시간여행 업체를 찾는다. 그는 시간여행 동안 꼭 지켜야 할 규칙을 숙지하는데 첫째는 절대 과거의 사람과 접촉하지 말 것, 둘째는 시간여행 내내 이베리안 여우탈을 착용하는 것이다. 포근한 감성과 따뜻한 질감이 사랑스러운 시간여행 이야기.'}]}",13,12세관람가,"드라마,미스터리",,,http://file.koreafilm.or.kr/thm/02/00/05/44/tn_DPF019847.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/53/46/tn_DST682193.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/53/46/tn_DST682194.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/53/46/tn_DST682195.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/53/46/tn_DST682196.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F50429,, 칠드런 오브 사탄,Children of Satan,"{'director': [{'directorNm': '테아 히비스텐다', 'directorEnNm': 'Thea Hvistendahl', 'directorId': '00210664'}]}",노르웨이,"{'plot': [{'plotLang': '영어', 'plotText': ""Louise (11) and Maria (11) make friends at a christian summer camp. When a new girl, Erna, arrives, Louise and Maria are asked to take extra care of her, but they soon realize she is a bit different. They conclude she must be obsessed by Satan. «Children of Satan» is a story about two young girls' need to belong, their lively imagination, and how the combination of the two has a fatal outcome.""}]}",23,,공포,,,http://file.koreafilm.or.kr/thm/02/00/05/44/tn_DPF019846.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/53/46/tn_DST682189.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/53/46/tn_DST682190.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F47766,, 멜랑콜릭,Melancholic,"{'director': [{'directorNm': '타나카 세이지', 'directorEnNm': 'Seiji Tanaka', 'directorId': '00207184'}]}",일본,"{'plot': [{'plotLang': '한국어', 'plotText': '도쿄대를 나와 무위도식하는 청년이 대중목욕탕에서 알바를 하게 된다. 하지만 밤의 목욕탕은 사람을 죽이고 처리하는 장소였다. 우연히 살인을 목격한 청년은 동조자가 되고, 고요하던 일상은 점점 아수라장이 된다. 현대인의 행복에 대한 의미를 색다르게 풀어낸다.[제23회 부천국제판타스틱영화제]'}, {'plotLang': '영어', 'plotText': ""Kazuhiko, a graduate of a prestigious university, wasn't enjoying his life, until he takes a job at a bathhouse. Then he discovers that the baths are used as a space for killing people after closing hours.""}]}",114,,"드라마,미스터리,범죄",,,http://file.koreafilm.or.kr/thm/02/00/05/14/tn_DPF017979.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/52/20/tn_DST668731.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/20/tn_DST668732.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/20/tn_DST668733.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F46757,, 일일시호일,Every Day a Good Day,"{'director': [{'directorNm': '오모리 타츠시', 'directorEnNm': 'Tatsushi Omori', 'directorId': '00192855'}]}",일본,"{'plot': [{'plotLang': '한국어', 'plotText': '키키 키린, 그녀가 건넨 일상의 따스함“당신의 일상이 변하는 차 한 잔의 마법”스무살의 노리코는 아직 자신이 하고 싶은 것을 찾지 못했다.우연히 시작하게 된 다도가 그녀의 일상에 스며들면서 취업의 문턱에서 좌절할 때에도 소중한 사람을 잃고 마음의 방황기를 거칠 때에도 따스한 찻물이 그녀의 매일매일을 채우기 시작한다.'}]}",100,12세관람가,드라마,20190117,"소확행,다도,구원,안식처,취업난,사랑과이별,상실감,부산국제영화제,베스트셀러원작,에세이원작",http://file.koreafilm.or.kr/thm/02/00/04/83/tn_DPF015387.jpg|http://file.koreafilm.or.kr/thm/02/00/04/81/tn_DPF015344.jpg|http://file.koreafilm.or.kr/thm/02/00/04/88/tn_DPF015665.jpg|http://file.koreafilm.or.kr/thm/02/00/04/85/tn_DPF015505.jpg|http://file.koreafilm.or.kr/thm/02/00/04/81/tn_DPF015343.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/50/06/tn_DSFT079688.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/06/tn_DSFT079689.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/06/tn_DSFT079690.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/06/tn_DSFT079691.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/06/tn_DSFT079692.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/06/tn_DSFT079693.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/06/tn_DSFT079694.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/06/tn_DSFT079695.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/53/tn_DSFT080286.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/50/53/tn_DSFT080287.jpg,"{'vod': [{'vodClass': '예고편(티저예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/46757/own/videoData'}, {'vodClass': '예고편(메인예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/46757/own/videoData'}, {'vodClass': '예고편(30초예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/46757/own/videoData'}, {'vodClass': '기타(감독 소개 영상)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/46757/own/videoData'}, {'vodClass': '뮤직비디오(콜라보 뮤직 예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/46757/own/videoData'}, {'vodClass': '기타(최희서 배우 추천 영상)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/46757/own/videoData'}]}",
